Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID,Plant Reactome Reaction ID
AT2G21450,AT2G21450.2,A0A1P8B2I9,
AT2G20495,AT2G20495.4,A0A1P8B2J0,
AT2G20495,AT2G20495.3,A0A1P8B2J0,
AT2G46610,AT2G46610.4,A0A1P8B2J1,
AT2G46610,AT2G46610.3,A0A1P8B2J1,
AT2G23910,AT2G23910.4,A0A1P8B2J5,
AT2G32550,AT2G32550.3,A0A1P8B2J7,
AT2G26550,AT2G26550.4,A0A1P8B2J8,
AT2G23910,AT2G23910.2,A0A1P8B2J9,
AT2G25420,AT2G25420.4,A0A1P8B2K0,
AT2G34220,AT2G34220.2,A0A1P8B2K1,
AT2G25160,AT2G25160.2,A0A1P8B2K4,
AT2G34530,AT2G34530.3,A0A1P8B2K7,
AT2G01130,AT2G01130.2,A0A1P8B2K8,
AT2G20250,AT2G20250.3,A0A1P8B2K9,
AT2G04395,AT2G04395.3,A0A1P8B2L2,
AT2G04395,AT2G04395.4,A0A1P8B2L2,
AT2G04395,AT2G04395.5,A0A1P8B2L2,
AT2G04395,AT2G04395.2,A0A1P8B2L2,
AT2G10545,AT2G10545.1,A0A1P8B2L3,
AT2G25460,AT2G25460.2,A0A1P8B2L4,
AT2G01735,AT2G01735.2,A0A1P8B2L5,
AT2G30840,AT2G30840.3,A0A1P8B2L7,
AT2G22660,AT2G22660.3,A0A1P8B2L8,
AT2G23910,AT2G23910.3,A0A1P8B2M1,
AT2G38025,AT2G38025.2,A0A1P8B2M2,
AT2G03390,AT2G03390.3,A0A1P8B2M3,
AT2G03390,AT2G03390.5,A0A1P8B2M3,
AT2G03390,AT2G03390.6,A0A1P8B2M4,
AT2G03390,AT2G03390.7,A0A1P8B2M4,
AT2G27930,AT2G27930.6,A0A1P8B2M5,
AT2G27930,AT2G27930.5,A0A1P8B2M5,
AT2G07674,AT2G07674.2,A0A1P8B2M8,
AT2G36305,AT2G36305.2,A0A1P8B2N0,
AT2G01730,AT2G01730.2,A0A1P8B2N2,
AT2G18890,AT2G18890.3,A0A1P8B2N3,
AT2G24150,AT2G24150.2,A0A1P8B2N4,
AT2G20250,AT2G20250.2,A0A1P8B2N5,
AT2G18630,AT2G18630.2,A0A1P8B2P1,
AT2G27930,AT2G27930.2,A0A1P8B2P2,
AT2G27930,AT2G27930.3,A0A1P8B2P2,
AT2G24710,AT2G24710.3,A0A1P8B2P3,
AT2G24710,AT2G24710.2,A0A1P8B2P4,
AT2G03800,AT2G03800.2,A0A1P8B2P5,
AT2G32300,AT2G32300.2,A0A1P8B2P6,
AT2G45850,AT2G45850.3,A0A1P8B2P7,
AT2G18090,AT2G18090.2,A0A1P8B2P9,
AT2G46480,AT2G46480.2,A0A1P8B2Q0,
AT2G46480,AT2G46480.3,A0A1P8B2Q5,
AT2G43500,AT2G43500.8,A0A1P8B2Q9,
AT2G43500,AT2G43500.7,A0A1P8B2Q9,
AT2G43500,AT2G43500.11,A0A1P8B2Q9,
AT2G43500,AT2G43500.10,A0A1P8B2Q9,
AT2G43500,AT2G43500.1,A0A1P8B2Q9,
AT2G43500,AT2G43500.6,A0A1P8B2Q9,
AT2G43500,AT2G43500.9,A0A1P8B2Q9,
AT2G43500,AT2G43500.3,A0A1P8B2Q9,
AT2G25000,AT2G25000.3,A0A1P8B2R2,R-ATH-6788019
AT2G07800,AT2G07800.1,A0A1P8B2R7,
AT2G43500,AT2G43500.4,A0A1P8B2R8,
AT2G43500,AT2G43500.5,A0A1P8B2R8,
AT2G38580,AT2G38580.2,A0A1P8B2R9,
AT2G32950,AT2G32950.2,A0A1P8B2S1,R-ATH-8933811
AT2G31750,AT2G31750.2,A0A1P8B2S3,
AT2G14510,AT2G14510.2,A0A1P8B2S5,
AT2G01890,AT2G01890.3,A0A1P8B2S6,
AT2G42670,AT2G42670.3,A0A1P8B2S7,
AT2G18950,AT2G18950.2,A0A1P8B2S8,
AT2G32150,AT2G32150.2,A0A1P8B2T3,
AT2G16790,AT2G16790.3,A0A1P8B2T4,
AT2G17990,AT2G17990.3,A0A1P8B2T5,
AT2G32150,AT2G32150.3,A0A1P8B2T7,
AT2G37200,AT2G37200.2,A0A1P8B2T8,
AT2G19460,AT2G19460.2,A0A1P8B2T9,
AT2G17990,AT2G17990.2,A0A1P8B2U2,
AT2G20510,AT2G20510.4,A0A1P8B2U3,
AT2G01710,AT2G01710.2,A0A1P8B2U5,
AT2G25000,AT2G25000.4,A0A1P8B2U6,R-ATH-6788019
AT2G25000,AT2G25000.2,A0A1P8B2U6,R-ATH-6788019
AT2G07652,AT2G07652.1,A0A1P8B2U8,
AT2G24520,AT2G24520.1,A0A1P8B2U9,
AT2G24520,AT2G24520.3,A0A1P8B2U9,
AT2G24520,AT2G24520.4,A0A1P8B2V0,
AT2G07654,AT2G07654.1,A0A1P8B2V1,
AT2G07659,AT2G07659.1,A0A1P8B2V3,
AT2G19930,AT2G19930.3,A0A1P8B2V4,
AT2G38580,AT2G38580.3,A0A1P8B2V6,
AT2G07658,AT2G07658.1,A0A1P8B2V7,
AT2G19930,AT2G19930.2,A0A1P8B2V9,
AT2G02061,AT2G02061.2,A0A1P8B2W0,
AT2G07656,AT2G07656.1,A0A1P8B2W3,
AT2G07655,AT2G07655.1,A0A1P8B2W4,
AT2G16790,AT2G16790.4,A0A1P8B2W6,
AT2G33585,AT2G33585.2,A0A1P8B2W7,
AT2G03823,AT2G03823.1,A0A1P8B2W8,
AT2G40400,AT2G40400.3,A0A1P8B2W9,
AT2G19690,AT2G19690.3,A0A1P8B2X2,
AT2G26470,AT2G26470.2,A0A1P8B2X4,
AT2G26590,AT2G26590.4,A0A1P8B2X5,
AT2G20510,AT2G20510.2,A0A1P8B2X6,
AT2G02820,AT2G02820.3,A0A1P8B2X7,
AT2G04620,AT2G04620.2,A0A1P8B2X9,
AT2G02525,AT2G02525.1,A0A1P8B2Y0,
AT2G43070,AT2G43070.3,A0A1P8B2Y1,
AT2G43070,AT2G43070.2,A0A1P8B2Y2,
AT2G28290,AT2G28290.6,A0A1P8B2Y3,
AT2G24520,AT2G24520.2,A0A1P8B2Y6,
AT2G43070,AT2G43070.4,A0A1P8B2Y7,
AT2G20290,AT2G20290.4,A0A1P8B2Y8,
AT2G04845,AT2G04845.5,A0A1P8B2Y9,
AT2G04845,AT2G04845.4,A0A1P8B2Z1,
AT2G03210,AT2G03210.2,A0A1P8B2Z3,R-ATH-5655101
AT2G03210,AT2G03210.3,A0A1P8B2Z4,R-ATH-5655101
AT2G04845,AT2G04845.3,A0A1P8B2Z5,
AT2G29650,AT2G29650.4,A0A1P8B2Z7,
AT2G42380,AT2G42380.5,A0A1P8B300,
AT2G42380,AT2G42380.4,A0A1P8B302,
AT2G42380,AT2G42380.3,A0A1P8B302,
AT2G20290,AT2G20290.3,A0A1P8B303,
AT2G20290,AT2G20290.2,A0A1P8B304,
AT2G18420,AT2G18420.2,A0A1P8B308,
AT2G45560,AT2G45560.3,A0A1P8B309,
AT2G39250,AT2G39250.2,A0A1P8B311,
AT2G40715,AT2G40715.1,A0A1P8B312,
AT2G25125,AT2G25125.1,A0A1P8B314,
AT2G32410,AT2G32410.3,A0A1P8B315,
AT2G47120,AT2G47120.2,A0A1P8B317,
AT2G47500,AT2G47500.2,A0A1P8B319,
AT2G20570,AT2G20570.3,A0A1P8B320,
AT2G27740,AT2G27740.2,A0A1P8B323,
AT2G14755,AT2G14755.1,A0A1P8B324,
AT2G22620,AT2G22620.5,A0A1P8B326,
AT2G31083,AT2G31083.2,A0A1P8B327,
AT2G47440,AT2G47440.2,A0A1P8B328,
AT2G40860,AT2G40860.4,A0A1P8B331,
AT2G35730,AT2G35730.2,A0A1P8B334,
AT2G30630,AT2G30630.3,A0A1P8B335,
AT2G29070,AT2G29070.3,A0A1P8B338,
AT2G04621,AT2G04621.1,A0A1P8B340,
AT2G40860,AT2G40860.3,A0A1P8B342,
AT2G23050,AT2G23050.2,A0A1P8B343,
AT2G40860,AT2G40860.2,A0A1P8B344,
AT2G28760,AT2G28760.4,A0A1P8B345,R-ATH-1119428
AT2G28760,AT2G28760.4,A0A1P8B345,R-ATH-1119620
AT2G28760,AT2G28760.4,A0A1P8B345,R-ATH-1119563
AT2G05530,AT2G05530.2,A0A1P8B346,
AT4G02110,AT4G02110.2,A0A1P8B350,
AT4G13800,AT4G13800.2,A0A1P8B356,
AT4G13800,AT4G13800.6,A0A1P8B356,
AT2G22620,AT2G22620.4,A0A1P8B357,
AT4G17380,AT4G17380.2,A0A1P8B358,
AT4G07835,AT4G07835.1,A0A1P8B359,
AT4G12460,AT4G12460.9,A0A1P8B361,
AT4G12460,AT4G12460.4,A0A1P8B361,
AT4G12460,AT4G12460.3,A0A1P8B361,
AT4G13800,AT4G13800.3,A0A1P8B362,
AT4G13800,AT4G13800.4,A0A1P8B362,
AT4G13800,AT4G13800.7,A0A1P8B362,
AT4G13800,AT4G13800.9,A0A1P8B362,
AT4G37970,AT4G37970.3,A0A1P8B363,
AT4G37970,AT4G37970.2,A0A1P8B366,
AT4G37970,AT4G37970.4,A0A1P8B369,
AT2G46440,AT2G46440.2,A0A1P8B370,
AT4G12460,AT4G12460.6,A0A1P8B371,
AT4G35020,AT4G35020.5,A0A1P8B372,R-ATH-5608118
AT4G35020,AT4G35020.4,A0A1P8B372,R-ATH-5608118
AT4G20130,AT4G20130.2,A0A1P8B373,
AT4G20130,AT4G20130.3,A0A1P8B373,
AT4G39630,AT4G39630.2,A0A1P8B374,
AT4G12460,AT4G12460.7,A0A1P8B378,
AT4G12460,AT4G12460.5,A0A1P8B380,
AT4G19640,AT4G19640.3,A0A1P8B381,
AT4G03450,AT4G03450.2,A0A1P8B382,
AT4G31820,AT4G31820.2,A0A1P8B383,
AT4G00155,AT4G00155.1,A0A1P8B386,
AT4G19640,AT4G19640.2,A0A1P8B388,
AT4G37560,AT4G37560.2,A0A1P8B392,
AT4G33280,AT4G33280.3,A0A1P8B393,
AT4G11460,AT4G11460.3,A0A1P8B395,
AT4G11460,AT4G11460.2,A0A1P8B396,
AT4G11390,AT4G11390.2,A0A1P8B397,
AT4G09589,AT4G09589.1,A0A1P8B398,
AT4G38905,AT4G38905.1,A0A1P8B399,
AT4G18910,AT4G18910.2,A0A1P8B3A0,
AT4G03180,AT4G03180.2,A0A1P8B3A5,
AT4G33280,AT4G33280.2,A0A1P8B3A7,
AT4G19390,AT4G19390.2,A0A1P8B3B0,
AT4G09585,AT4G09585.1,A0A1P8B3B5,
AT4G23460,AT4G23460.2,A0A1P8B3B6,
AT4G16015,AT4G16015.2,A0A1P8B3B7,
AT4G30250,AT4G30250.2,A0A1P8B3B9,
AT4G07325,AT4G07325.1,A0A1P8B3C0,
AT4G16955,AT4G16955.1,A0A1P8B3C2,
AT4G01770,AT4G01770.2,A0A1P8B3C7,
AT4G19660,AT4G19660.2,A0A1P8B3C8,R-ATH-6788019
AT4G15025,AT4G15025.1,A0A1P8B3C9,
AT4G16950,AT4G16950.4,A0A1P8B3D0,
AT4G33330,AT4G33330.3,A0A1P8B3D1,R-ATH-5654909
AT4G16957,AT4G16957.1,A0A1P8B3D3,
AT4G38960,AT4G38960.4,A0A1P8B3D4,
AT4G37580,AT4G37580.2,A0A1P8B3D5,
AT4G27970,AT4G27970.2,A0A1P8B3D9,
AT4G27970,AT4G27970.4,A0A1P8B3D9,
AT4G33330,AT4G33330.4,A0A1P8B3E0,R-ATH-5654909
AT4G16950,AT4G16950.5,A0A1P8B3E1,
AT4G15280,AT4G15280.2,A0A1P8B3E2,
AT4G33330,AT4G33330.5,A0A1P8B3E3,R-ATH-5654909
AT4G27970,AT4G27970.5,A0A1P8B3E4,
AT4G27970,AT4G27970.3,A0A1P8B3E4,
AT4G04680,AT4G04680.2,A0A1P8B3E5,
AT4G16950,AT4G16950.6,A0A1P8B3F0,
AT4G02830,AT4G02830.3,A0A1P8B3F2,
AT4G16950,AT4G16950.3,A0A1P8B3F3,
AT4G31610,AT4G31610.2,A0A1P8B3F5,
AT4G31400,AT4G31400.2,A0A1P8B3F6,
AT4G05330,AT4G05330.2,A0A1P8B3F7,
AT4G35985,AT4G35985.2,A0A1P8B3F8,
AT4G32560,AT4G32560.4,A0A1P8B3F9,
AT4G09770,AT4G09770.3,A0A1P8B3G0,
AT4G09770,AT4G09770.4,A0A1P8B3G1,
AT4G09770,AT4G09770.5,A0A1P8B3G2,
AT4G03820,AT4G03820.4,A0A1P8B3G3,
AT4G35985,AT4G35985.3,A0A1P8B3G4,
AT4G38200,AT4G38200.2,A0A1P8B3G5,
AT4G01430,AT4G01430.3,A0A1P8B3G6,
AT4G34050,AT4G34050.3,A0A1P8B3H0,
AT4G11911,AT4G11911.2,A0A1P8B3H1,
AT4G31405,AT4G31405.2,A0A1P8B3H2,
AT4G02150,AT4G02150.2,A0A1P8B3H5,
AT4G03820,AT4G03820.3,A0A1P8B3H6,
AT4G35180,AT4G35180.2,A0A1P8B3H8,
AT4G15562,AT4G15562.1,A0A1P8B3H9,
AT4G33130,AT4G33130.4,A0A1P8B3I2,
AT4G14342,AT4G14342.2,A0A1P8B3I4,
AT4G31405,AT4G31405.1,A0A1P8B3I7,
AT4G23320,AT4G23320.3,A0A1P8B3I8,
AT4G33050,AT4G33050.5,A0A1P8B3J0,
AT4G28400,AT4G28400.2,A0A1P8B3J3,
AT4G11410,AT4G11410.2,A0A1P8B3J5,
AT4G01435,AT4G01435.1,A0A1P8B3J6,
AT4G33050,AT4G33050.6,A0A1P8B3J7,
AT4G05430,AT4G05430.3,A0A1P8B3J8,
AT4G23320,AT4G23320.1,A0A1P8B3K0,
AT4G23320,AT4G23320.2,A0A1P8B3K0,
AT4G05430,AT4G05430.2,A0A1P8B3K2,
AT4G28150,AT4G28150.3,A0A1P8B3K4,
AT4G25580,AT4G25580.2,A0A1P8B3K6,
AT4G28400,AT4G28400.3,A0A1P8B3K8,
AT4G11050,AT4G11050.2,A0A1P8B3K9,
AT4G11050,AT4G11050.3,A0A1P8B3L0,
AT4G22758,AT4G22758.2,A0A1P8B3L5,
AT4G33700,AT4G33700.2,A0A1P8B3L6,
AT4G03490,AT4G03490.5,A0A1P8B3L8,
AT4G03495,AT4G03495.1,A0A1P8B3L9,
AT4G33700,AT4G33700.3,A0A1P8B3M0,
AT4G37440,AT4G37440.3,A0A1P8B3M2,
AT4G03490,AT4G03490.3,A0A1P8B3M4,
AT4G21585,AT4G21585.3,A0A1P8B3M9,
AT4G21585,AT4G21585.5,A0A1P8B3N0,
AT4G21585,AT4G21585.2,A0A1P8B3N0,
AT4G03490,AT4G03490.4,A0A1P8B3N1,
AT4G38775,AT4G38775.1,A0A1P8B3N2,
AT4G18890,AT4G18890.2,A0A1P8B3N3,
AT4G22970,AT4G22970.3,A0A1P8B3N4,
AT4G39420,AT4G39420.4,A0A1P8B3N6,
AT4G19850,AT4G19850.3,A0A1P8B3N9,
AT4G30820,AT4G30820.10,A0A1P8B3P5,
AT4G30820,AT4G30820.18,A0A1P8B3P5,
AT4G30820,AT4G30820.13,A0A1P8B3P5,
AT4G30820,AT4G30820.12,A0A1P8B3P5,
AT4G30820,AT4G30820.11,A0A1P8B3P6,
AT4G30820,AT4G30820.25,A0A1P8B3P6,
AT4G30820,AT4G30820.5,A0A1P8B3P6,
AT4G30820,AT4G30820.9,A0A1P8B3P6,
AT4G30820,AT4G30820.8,A0A1P8B3P6,
AT4G30820,AT4G30820.19,A0A1P8B3P6,
AT4G39420,AT4G39420.3,A0A1P8B3P8,
AT4G29050,AT4G29050.2,A0A1P8B3P9,
AT4G09630,AT4G09630.2,A0A1P8B3Q2,
AT4G21585,AT4G21585.6,A0A1P8B3Q3,
AT4G10510,AT4G10510.2,A0A1P8B3Q4,
AT4G01985,AT4G01985.3,A0A1P8B3Q6,
AT4G30820,AT4G30820.26,A0A1P8B3Q7,
AT4G30820,AT4G30820.6,A0A1P8B3Q7,
AT4G30820,AT4G30820.4,A0A1P8B3Q7,
AT4G30820,AT4G30820.24,A0A1P8B3Q7,
AT4G30820,AT4G30820.23,A0A1P8B3Q7,
AT4G30820,AT4G30820.7,A0A1P8B3Q7,
AT4G30820,AT4G30820.14,A0A1P8B3Q7,
AT4G30820,AT4G30820.22,A0A1P8B3Q7,
AT4G01450,AT4G01450.4,A0A1P8B3Q9,
AT4G01985,AT4G01985.2,A0A1P8B3R0,
AT4G20450,AT4G20450.2,A0A1P8B3R2,
AT4G19590,AT4G19590.2,A0A1P8B3S0,
AT4G30210,AT4G30210.3,A0A1P8B3S1,
AT4G07445,AT4G07445.1,A0A1P8B3S9,
AT4G23280,AT4G23280.3,A0A1P8B3T1,
AT4G10510,AT4G10510.4,A0A1P8B3T3,
AT4G23280,AT4G23280.2,A0A1P8B3T4,
AT4G30820,AT4G30820.16,A0A1P8B3T8,
AT4G30820,AT4G30820.21,A0A1P8B3T8,
AT4G16260,AT4G16260.2,A0A1P8B3U2,
AT4G16265,AT4G16265.2,A0A1P8B3U3,
AT4G02430,AT4G02430.4,A0A1P8B3U4,
AT4G08400,AT4G08400.2,A0A1P8B3U5,
AT4G08400,AT4G08400.3,A0A1P8B3U6,
AT4G00580,AT4G00580.2,A0A1P8B3U7,
AT4G04760,AT4G04760.2,A0A1P8B3U9,
AT4G23420,AT4G23420.5,A0A1P8B3V0,
AT4G19590,AT4G19590.3,A0A1P8B3V1,
AT4G02430,AT4G02430.3,A0A1P8B3V3,
AT4G40050,AT4G40050.2,A0A1P8B3V4,
AT4G23420,AT4G23420.4,A0A1P8B3V5,
AT4G29550,AT4G29550.3,A0A1P8B3V6,
AT4G23960,AT4G23960.2,A0A1P8B3V7,
AT4G04760,AT4G04760.3,A0A1P8B3V9,
AT4G15790,AT4G15790.2,A0A1P8B3W0,
AT4G00467,AT4G00467.2,A0A1P8B3W1,
AT4G18460,AT4G18460.2,A0A1P8B3W2,
AT4G20947,AT4G20947.1,A0A1P8B3W3,
AT4G16070,AT4G16070.3,A0A1P8B3W4,
AT4G15245,AT4G15245.1,A0A1P8B3W5,
AT4G13577,AT4G13577.1,A0A1P8B3W6,
AT4G22950,AT4G22950.2,A0A1P8B3X0,R-ATH-8934036
AT4G26070,AT4G26070.4,A0A1P8B3X1,
AT4G17300,AT4G17300.2,A0A1P8B3X2,
AT4G24710,AT4G24710.3,A0A1P8B3X3,
AT4G00460,AT4G00460.3,A0A1P8B3X4,
AT4G18050,AT4G18050.2,A0A1P8B3X8,
AT4G04025,AT4G04025.1,A0A1P8B3X9,
AT4G24710,AT4G24710.2,A0A1P8B3Y3,
AT4G24710,AT4G24710.4,A0A1P8B3Y3,
AT4G32535,AT4G32535.1,A0A1P8B3Y4,
AT4G19450,AT4G19450.2,A0A1P8B3Y5,
AT4G26070,AT4G26070.5,A0A1P8B3Y6,
AT4G13960,AT4G13960.3,A0A1P8B3Y7,
AT4G13960,AT4G13960.4,A0A1P8B3Y7,
AT4G24080,AT4G24080.2,A0A1P8B3Y8,
AT4G30630,AT4G30630.2,A0A1P8B3Z2,
AT4G11480,AT4G11480.2,A0A1P8B3Z3,
AT4G24880,AT4G24880.2,A0A1P8B3Z4,
AT4G11480,AT4G11480.3,A0A1P8B3Z5,
AT4G11480,AT4G11480.4,A0A1P8B3Z6,
AT4G27490,AT4G27490.6,A0A1P8B3Z7,
AT4G27490,AT4G27490.5,A0A1P8B3Z7,
AT4G27490,AT4G27490.2,A0A1P8B3Z7,
AT4G23365,AT4G23365.1,A0A1P8B3Z8,
AT4G13960,AT4G13960.1,A0A1P8B401,
AT4G13960,AT4G13960.2,A0A1P8B401,
AT4G28110,AT4G28110.2,A0A1P8B402,
AT4G27490,AT4G27490.7,A0A1P8B403,
AT4G35520,AT4G35520.7,A0A1P8B406,
AT4G14240,AT4G14240.3,A0A1P8B407,
AT4G12540,AT4G12540.3,A0A1P8B408,
AT4G14245,AT4G14245.1,A0A1P8B411,
AT4G12540,AT4G12540.5,A0A1P8B412,
AT4G12540,AT4G12540.2,A0A1P8B412,
AT4G13550,AT4G13550.3,A0A1P8B413,
AT4G13550,AT4G13550.2,A0A1P8B415,
AT4G20575,AT4G20575.1,A0A1P8B417,
AT4G20555,AT4G20555.1,A0A1P8B417,
AT4G20545,AT4G20545.1,A0A1P8B417,
AT4G20535,AT4G20535.1,A0A1P8B417,
AT4G20565,AT4G20565.1,A0A1P8B417,
AT4G26830,AT4G26830.2,A0A1P8B420,
AT4G23470,AT4G23470.4,A0A1P8B421,
AT4G36795,AT4G36795.1,A0A1P8B423,
AT4G26010,AT4G26010.2,A0A1P8B428,
AT4G35520,AT4G35520.6,A0A1P8B429,
AT4G10050,AT4G10050.2,A0A1P8B432,
AT4G35520,AT4G35520.3,A0A1P8B434,
AT4G12540,AT4G12540.4,A0A1P8B435,
AT4G04955,AT4G04955.2,A0A1P8B436,R-ATH-1119407
AT4G04955,AT4G04955.2,A0A1P8B436,R-ATH-1119502
AT4G35520,AT4G35520.4,A0A1P8B439,
AT4G15450,AT4G15450.2,A0A1P8B441,
AT4G21760,AT4G21760.2,A0A1P8B444,
AT4G35520,AT4G35520.2,A0A1P8B445,
AT4G11970,AT4G11970.5,A0A1P8B446,
AT4G08535,AT4G08535.3,A0A1P8B447,
AT4G15040,AT4G15040.1,A0A1P8B448,
AT4G15040,AT4G15040.2,A0A1P8B448,
AT4G22510,AT4G22510.1,A0A1P8B449,
AT4G22510,AT4G22510.2,A0A1P8B449,
AT4G20380,AT4G20380.9,A0A1P8B450,
AT4G26600,AT4G26600.8,A0A1P8B451,
AT4G12543,AT4G12543.1,A0A1P8B453,
AT4G33200,AT4G33200.4,A0A1P8B454,
AT4G26600,AT4G26600.5,A0A1P8B455,
AT4G11970,AT4G11970.6,A0A1P8B456,
AT4G16535,AT4G16535.1,A0A1P8B457,
AT4G26600,AT4G26600.3,A0A1P8B458,
AT4G35520,AT4G35520.8,A0A1P8B459,
AT4G08535,AT4G08535.1,A0A1P8B460,
AT4G08535,AT4G08535.2,A0A1P8B461,
AT4G15200,AT4G15200.4,A0A1P8B462,
AT4G15200,AT4G15200.3,A0A1P8B463,
AT4G11970,AT4G11970.7,A0A1P8B464,
AT4G35520,AT4G35520.5,A0A1P8B465,
AT4G38470,AT4G38470.2,A0A1P8B466,
AT4G37445,AT4G37445.2,A0A1P8B468,
AT4G26600,AT4G26600.7,A0A1P8B469,
AT4G16515,AT4G16515.2,A0A1P8B471,
AT4G26600,AT4G26600.6,A0A1P8B472,
AT4G29740,AT4G29740.3,A0A1P8B473,
AT4G22035,AT4G22035.1,A0A1P8B474,
AT4G27870,AT4G27870.2,A0A1P8B475,
AT4G04540,AT4G04540.3,A0A1P8B476,
AT4G16510,AT4G16510.2,A0A1P8B477,
AT4G35590,AT4G35590.2,A0A1P8B478,
AT4G35240,AT4G35240.3,A0A1P8B479,
AT4G35240,AT4G35240.4,A0A1P8B479,
AT4G38470,AT4G38470.3,A0A1P8B481,
AT4G01800,AT4G01800.3,A0A1P8B485,
AT4G04540,AT4G04540.2,A0A1P8B489,
AT4G26600,AT4G26600.4,A0A1P8B490,
AT4G26600,AT4G26600.2,A0A1P8B490,
AT4G35360,AT4G35360.3,A0A1P8B493,R-ATH-1119394
AT4G36860,AT4G36860.3,A0A1P8B494,
AT4G11560,AT4G11560.2,A0A1P8B497,
AT4G18203,AT4G18203.1,A0A1P8B498,
AT4G22730,AT4G22730.2,A0A1P8B4A0,
AT4G02380,AT4G02380.3,A0A1P8B4A1,
AT4G04540,AT4G04540.4,A0A1P8B4A2,
AT4G27370,AT4G27370.3,A0A1P8B4A4,
AT4G27370,AT4G27370.2,A0A1P8B4A4,
AT4G24100,AT4G24100.4,A0A1P8B4A5,
AT4G36860,AT4G36860.2,A0A1P8B4A6,
AT4G33420,AT4G33420.2,A0A1P8B4A9,
AT4G18230,AT4G18230.4,A0A1P8B4B0,
AT4G18230,AT4G18230.2,A0A1P8B4B0,
AT4G24100,AT4G24100.3,A0A1P8B4B2,
AT4G33220,AT4G33220.2,A0A1P8B4B4,
AT4G10780,AT4G10780.2,A0A1P8B4B5,
AT4G24100,AT4G24100.2,A0A1P8B4B7,
AT4G08410,AT4G08410.2,A0A1P8B4B8,
AT4G31480,AT4G31480.6,A0A1P8B4C2,
AT4G31480,AT4G31480.3,A0A1P8B4C2,
AT4G27370,AT4G27370.4,A0A1P8B4C4,
AT4G30993,AT4G30993.3,A0A1P8B4D1,
AT4G27240,AT4G27240.2,A0A1P8B4D5,
AT4G16162,AT4G16162.6,A0A1P8B4D6,
AT4G16162,AT4G16162.4,A0A1P8B4D7,
AT4G19990,AT4G19990.7,A0A1P8B4E0,
AT4G29530,AT4G29530.2,A0A1P8B4E1,
AT4G19990,AT4G19990.4,A0A1P8B4E2,
AT4G19990,AT4G19990.3,A0A1P8B4E2,
AT4G01650,AT4G01650.3,A0A1P8B4E3,
AT4G30990,AT4G30990.3,A0A1P8B4E4,
AT4G19990,AT4G19990.5,A0A1P8B4E6,
AT4G05210,AT4G05210.3,A0A1P8B4E8,
AT4G16162,AT4G16162.5,A0A1P8B4E9,
AT4G39720,AT4G39720.3,A0A1P8B4F0,
AT4G15880,AT4G15880.2,A0A1P8B4F2,
AT4G32900,AT4G32900.4,A0A1P8B4F4,
AT4G32900,AT4G32900.3,A0A1P8B4F4,
AT4G05210,AT4G05210.2,A0A1P8B4F5,
AT4G00850,AT4G00850.2,A0A1P8B4F6,
AT4G39720,AT4G39720.2,A0A1P8B4F7,
AT4G24900,AT4G24900.2,A0A1P8B4G0,
AT4G25080,AT4G25080.6,A0A1P8B4G1,
AT4G13260,AT4G13260.2,A0A1P8B4G2,R-ATH-1119486
AT4G32295,AT4G32295.3,A0A1P8B4G3,
AT4G32295,AT4G32295.4,A0A1P8B4G3,
AT4G17483,AT4G17483.3,A0A1P8B4G6,
AT4G17483,AT4G17483.4,A0A1P8B4G6,
AT4G17483,AT4G17483.2,A0A1P8B4G6,
AT4G14930,AT4G14930.2,A0A1P8B4G8,
AT4G17150,AT4G17150.5,A0A1P8B4H2,
AT4G28815,AT4G28815.2,A0A1P8B4H3,
AT4G01820,AT4G01820.2,A0A1P8B4H4,
AT4G13260,AT4G13260.3,A0A1P8B4H6,R-ATH-1119486
AT4G02900,AT4G02900.2,A0A1P8B4H7,
AT4G17150,AT4G17150.4,A0A1P8B4I1,
AT4G17483,AT4G17483.5,A0A1P8B4I2,
AT4G13670,AT4G13670.3,A0A1P8B4I3,
AT4G01100,AT4G01100.3,A0A1P8B4I5,
AT4G04880,AT4G04880.3,A0A1P8B4I7,
AT4G02900,AT4G02900.3,A0A1P8B4I8,
AT4G02900,AT4G02900.4,A0A1P8B4I8,
AT4G26415,AT4G26415.1,A0A1P8B4J0,
AT4G03500,AT4G03500.3,A0A1P8B4J1,
AT4G03500,AT4G03500.2,A0A1P8B4J1,
AT4G04880,AT4G04880.2,A0A1P8B4J3,
AT4G24020,AT4G24020.2,A0A1P8B4J4,
AT4G27830,AT4G27830.2,A0A1P8B4J5,
AT4G35380,AT4G35380.2,A0A1P8B4J7,
AT4G27220,AT4G27220.2,A0A1P8B4J8,
AT4G00295,AT4G00295.1,A0A1P8B4K0,
AT4G36840,AT4G36840.2,A0A1P8B4K1,
AT4G31710,AT4G31710.2,A0A1P8B4K2,
AT4G15417,AT4G15417.2,A0A1P8B4K5,
AT4G32350,AT4G32350.2,A0A1P8B4K6,
AT4G15415,AT4G15415.3,A0A1P8B4K9,R-ATH-5632095
AT4G20920,AT4G20920.2,A0A1P8B4L0,
AT4G20920,AT4G20920.4,A0A1P8B4L0,
AT4G20920,AT4G20920.3,A0A1P8B4L0,
AT4G27595,AT4G27595.2,A0A1P8B4L4,
AT4G00760,AT4G00760.2,A0A1P8B4L5,
