Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID,Plant Reactome Reaction ID
AT4G18596,AT4G18596.2,A0A1P8B4L6,
AT4G31715,AT4G31715.1,A0A1P8B4L7,
AT4G17360,AT4G17360.2,A0A1P8B4L8,
AT4G17360,AT4G17360.3,A0A1P8B4M0,
AT4G16140,AT4G16140.2,A0A1P8B4M2,
AT4G29330,AT4G29330.2,A0A1P8B4M3,
AT4G37409,AT4G37409.3,A0A1P8B4M4,
AT4G17810,AT4G17810.2,A0A1P8B4M5,
AT4G39830,AT4G39830.4,A0A1P8B4M6,
AT4G37409,AT4G37409.4,A0A1P8B4M7,
AT4G37409,AT4G37409.2,A0A1P8B4N0,
AT4G04500,AT4G04500.3,A0A1P8B4N1,
AT4G04500,AT4G04500.2,A0A1P8B4N1,
AT4G02020,AT4G02020.4,A0A1P8B4N2,
AT4G02020,AT4G02020.2,A0A1P8B4N3,
AT4G02020,AT4G02020.3,A0A1P8B4N3,
AT4G38120,AT4G38120.4,A0A1P8B4N5,
AT4G32430,AT4G32430.2,A0A1P8B4N6,
AT4G39830,AT4G39830.3,A0A1P8B4N7,
AT4G39830,AT4G39830.2,A0A1P8B4N8,
AT4G19510,AT4G19510.9,A0A1P8B4P0,
AT4G38120,AT4G38120.3,A0A1P8B4P1,
AT4G19510,AT4G19510.6,A0A1P8B4P2,
AT4G19510,AT4G19510.3,A0A1P8B4P3,
AT4G19510,AT4G19510.10,A0A1P8B4P4,
AT4G30380,AT4G30380.2,A0A1P8B4P8,
AT4G11740,AT4G11740.2,A0A1P8B4Q3,
AT4G30120,AT4G30120.2,A0A1P8B4Q4,
AT4G10430,AT4G10430.7,A0A1P8B4Q6,
AT4G31520,AT4G31520.2,A0A1P8B4Q7,
AT4G18740,AT4G18740.4,A0A1P8B4Q9,
AT4G00970,AT4G00970.2,A0A1P8B4R0,
AT4G18600,AT4G18600.3,A0A1P8B4R2,
AT4G10430,AT4G10430.5,A0A1P8B4R3,
AT4G10430,AT4G10430.9,A0A1P8B4R3,
AT4G10430,AT4G10430.6,A0A1P8B4R3,
AT4G10430,AT4G10430.4,A0A1P8B4R3,
AT4G36380,AT4G36380.2,A0A1P8B4R4,
AT4G10430,AT4G10430.8,A0A1P8B4R5,
AT4G16555,AT4G16555.1,A0A1P8B4R6,
AT4G18600,AT4G18600.4,A0A1P8B4R7,
AT4G23200,AT4G23200.2,A0A1P8B4R8,
AT4G09160,AT4G09160.2,A0A1P8B4R9,
AT4G21520,AT4G21520.2,A0A1P8B4S0,
AT4G18600,AT4G18600.2,A0A1P8B4S1,
AT4G14385,AT4G14385.9,A0A1P8B4S3,
AT4G14385,AT4G14385.5,A0A1P8B4S3,
AT4G02655,AT4G02655.2,A0A1P8B4S5,
AT4G33465,AT4G33465.2,A0A1P8B4S7,
AT4G13030,AT4G13030.3,A0A1P8B4T0,
AT4G27780,AT4G27780.2,A0A1P8B4T1,
AT4G18600,AT4G18600.5,A0A1P8B4T4,
AT4G09160,AT4G09160.3,A0A1P8B4T6,
AT4G14713,AT4G14713.3,A0A1P8B4T7,
AT4G29310,AT4G29310.2,A0A1P8B4T8,
AT4G08590,AT4G08590.3,A0A1P8B4T9,
AT4G26330,AT4G26330.2,A0A1P8B4U4,
AT4G24790,AT4G24790.4,A0A1P8B4U5,
AT4G24790,AT4G24790.3,A0A1P8B4U5,
AT4G08590,AT4G08590.5,A0A1P8B4U7,
AT4G08590,AT4G08590.4,A0A1P8B4U7,
AT4G34480,AT4G34480.2,A0A1P8B4U8,
AT4G00953,AT4G00953.1,A0A1P8B4V1,
AT4G34480,AT4G34480.3,A0A1P8B4V2,
AT4G14713,AT4G14713.4,A0A1P8B4V3,
AT4G14713,AT4G14713.5,A0A1P8B4V3,
AT4G38100,AT4G38100.2,A0A1P8B4V5,
AT4G08590,AT4G08590.6,A0A1P8B4V7,
AT4G24000,AT4G24000.2,A0A1P8B4V8,
AT4G00955,AT4G00955.2,A0A1P8B4V9,
AT4G14970,AT4G14970.6,A0A1P8B4W1,
AT4G14716,AT4G14716.2,A0A1P8B4W3,
AT4G17190,AT4G17190.3,A0A1P8B4W4,R-ATH-1119472
AT4G17190,AT4G17190.3,A0A1P8B4W4,R-ATH-1119569
AT4G21310,AT4G21310.2,A0A1P8B4W6,
AT4G29100,AT4G29100.2,A0A1P8B4W7,
AT4G14970,AT4G14970.3,A0A1P8B4W8,
AT4G28730,AT4G28730.2,A0A1P8B4W9,
AT4G14970,AT4G14970.2,A0A1P8B4X0,
AT4G14710,AT4G14710.6,A0A1P8B4X2,
AT4G14368,AT4G14368.4,A0A1P8B4X4,
AT4G31750,AT4G31750.2,A0A1P8B4X7,
AT4G22350,AT4G22350.4,A0A1P8B4X8,
AT4G22350,AT4G22350.3,A0A1P8B4X8,
AT4G14970,AT4G14970.4,A0A1P8B4Y0,
AT4G34139,AT4G34139.1,A0A1P8B4Y2,
AT4G39500,AT4G39500.2,A0A1P8B4Y3,
AT4G09140,AT4G09140.2,A0A1P8B4Y5,
AT4G21660,AT4G21660.3,A0A1P8B4Y6,
AT4G14770,AT4G14770.2,A0A1P8B4Y7,
AT4G00230,AT4G00230.2,A0A1P8B4Y8,
AT4G17440,AT4G17440.4,A0A1P8B4Y9,
AT4G14970,AT4G14970.5,A0A1P8B4Z2,
AT4G25950,AT4G25950.2,A0A1P8B4Z3,
AT4G14990,AT4G14990.2,A0A1P8B4Z4,
AT4G25560,AT4G25560.2,A0A1P8B4Z5,
AT4G14770,AT4G14770.3,A0A1P8B4Z6,
AT4G14368,AT4G14368.2,A0A1P8B4Z7,
AT4G23240,AT4G23240.2,A0A1P8B4Z8,
AT4G14368,AT4G14368.3,A0A1P8B500,
AT4G08545,AT4G08545.1,A0A1P8B502,
AT4G24860,AT4G24860.2,A0A1P8B504,
AT4G24860,AT4G24860.4,A0A1P8B505,
AT4G00680,AT4G00680.2,A0A1P8B506,
AT4G30340,AT4G30340.2,A0A1P8B509,
AT4G16730,AT4G16730.2,A0A1P8B510,
AT4G24860,AT4G24860.3,A0A1P8B512,
AT4G01880,AT4G01880.2,A0A1P8B515,
AT4G01883,AT4G01883.3,A0A1P8B516,
AT4G01330,AT4G01330.3,A0A1P8B517,
AT4G17410,AT4G17410.6,A0A1P8B518,
AT4G17410,AT4G17410.4,A0A1P8B518,
AT4G01880,AT4G01880.3,A0A1P8B521,
AT4G00060,AT4G00060.2,A0A1P8B522,
AT4G01883,AT4G01883.2,A0A1P8B524,
AT4G15640,AT4G15640.2,A0A1P8B527,
AT4G22370,AT4G22370.3,A0A1P8B528,
AT4G22110,AT4G22110.3,A0A1P8B529,
AT4G12030,AT4G12030.4,A0A1P8B530,
AT4G22370,AT4G22370.2,A0A1P8B531,
AT4G25500,AT4G25500.8,A0A1P8B539,
AT4G25500,AT4G25500.5,A0A1P8B539,
AT4G25500,AT4G25500.2,A0A1P8B539,
AT4G25500,AT4G25500.7,A0A1P8B539,
AT4G28520,AT4G28520.5,A0A1P8B543,
AT4G13345,AT4G13345.4,A0A1P8B544,
AT4G14340,AT4G14340.2,A0A1P8B545,
AT4G13345,AT4G13345.7,A0A1P8B546,
AT4G13345,AT4G13345.3,A0A1P8B546,
AT4G24180,AT4G24180.4,A0A1P8B549,
AT4G26470,AT4G26470.3,A0A1P8B552,
AT4G35670,AT4G35670.2,A0A1P8B557,
AT4G13345,AT4G13345.5,A0A1P8B559,
AT4G39950,AT4G39950.2,A0A1P8B560,
AT4G21120,AT4G21120.2,A0A1P8B561,
AT4G24180,AT4G24180.2,A0A1P8B562,
AT4G35090,AT4G35090.3,A0A1P8B564,
AT4G31770,AT4G31770.2,A0A1P8B568,
AT4G35890,AT4G35890.2,A0A1P8B569,
AT4G24180,AT4G24180.3,A0A1P8B570,
AT4G09300,AT4G09300.3,A0A1P8B572,
AT4G09300,AT4G09300.5,A0A1P8B574,
AT4G23180,AT4G23180.3,A0A1P8B575,
AT4G27120,AT4G27120.3,A0A1P8B577,
AT4G15340,AT4G15340.2,A0A1P8B580,
AT4G20230,AT4G20230.2,A0A1P8B581,
AT4G30910,AT4G30910.2,A0A1P8B582,
AT4G13150,AT4G13150.4,A0A1P8B584,
AT4G13150,AT4G13150.5,A0A1P8B584,
AT4G34850,AT4G34850.2,A0A1P8B585,
AT4G20235,AT4G20235.2,A0A1P8B586,
AT4G37860,AT4G37860.2,A0A1P8B588,
AT4G13150,AT4G13150.2,A0A1P8B589,
AT4G14750,AT4G14750.2,A0A1P8B590,
AT4G23510,AT4G23510.3,A0A1P8B591,
AT4G29920,AT4G29920.2,A0A1P8B592,
AT4G23510,AT4G23510.2,A0A1P8B595,
AT4G23180,AT4G23180.2,A0A1P8B597,
AT4G35930,AT4G35930.4,A0A1P8B598,
AT4G35930,AT4G35930.3,A0A1P8B598,
AT4G09300,AT4G09300.4,A0A1P8B5A1,
AT4G13400,AT4G13400.2,A0A1P8B5A3,
AT4G17250,AT4G17250.3,A0A1P8B5A4,
AT4G21460,AT4G21460.2,A0A1P8B5A6,
AT4G00990,AT4G00990.3,A0A1P8B5A7,
AT4G00990,AT4G00990.2,A0A1P8B5A8,
AT4G17230,AT4G17230.2,A0A1P8B5A9,
AT4G17230,AT4G17230.1,A0A1P8B5A9,
AT4G14750,AT4G14750.3,A0A1P8B5B0,
AT4G13150,AT4G13150.3,A0A1P8B5B1,
AT4G10450,AT4G10450.2,A0A1P8B5B3,
AT4G09950,AT4G09950.2,A0A1P8B5B4,
AT4G22390,AT4G22390.2,A0A1P8B5B5,
AT4G19130,AT4G19130.2,A0A1P8B5B8,
AT4G31230,AT4G31230.2,A0A1P8B5B9,
AT4G35930,AT4G35930.2,A0A1P8B5C0,
AT4G23515,AT4G23515.2,A0A1P8B5C1,
AT4G16860,AT4G16860.2,A0A1P8B5C3,
AT4G15563,AT4G15563.7,A0A1P8B5C8,
AT4G38550,AT4G38550.5,A0A1P8B5D2,
AT4G05170,AT4G05170.4,A0A1P8B5D4,
AT4G05170,AT4G05170.6,A0A1P8B5D4,
AT4G13890,AT4G13890.2,A0A1P8B5D5,
AT4G38550,AT4G38550.4,A0A1P8B5D6,
AT4G15320,AT4G15320.2,A0A1P8B5D7,
AT4G38550,AT4G38550.2,A0A1P8B5D8,
AT4G05170,AT4G05170.5,A0A1P8B5D9,
AT4G38330,AT4G38330.3,A0A1P8B5E1,
AT4G34650,AT4G34650.2,A0A1P8B5E4,R-ATH-1119286
AT4G34650,AT4G34650.2,A0A1P8B5E4,R-ATH-1119439
AT4G34650,AT4G34650.2,A0A1P8B5E4,R-ATH-1119559
AT4G34650,AT4G34650.2,A0A1P8B5E4,R-ATH-1119370
AT4G24430,AT4G24430.2,A0A1P8B5E6,
AT4G15320,AT4G15320.4,A0A1P8B5E9,
AT4G05170,AT4G05170.7,A0A1P8B5F0,
AT4G16670,AT4G16670.3,A0A1P8B5F2,
AT4G05170,AT4G05170.3,A0A1P8B5F4,
AT4G15320,AT4G15320.3,A0A1P8B5F6,
AT4G15320,AT4G15320.5,A0A1P8B5F8,
AT4G17480,AT4G17480.3,A0A1P8B5F9,
AT4G10843,AT4G10843.3,A0A1P8B5G1,
AT4G10843,AT4G10843.4,A0A1P8B5G2,
AT4G23160,AT4G23160.2,A0A1P8B5G3,
AT4G23160,AT4G23160.3,A0A1P8B5G3,
AT4G16670,AT4G16670.2,A0A1P8B5G5,
AT4G17480,AT4G17480.4,A0A1P8B5G6,
AT4G17480,AT4G17480.2,A0A1P8B5G7,
AT4G02530,AT4G02530.3,A0A1P8B5G9,
AT4G28020,AT4G28020.4,A0A1P8B5H2,
AT4G02530,AT4G02530.2,A0A1P8B5H3,
AT4G28020,AT4G28020.3,A0A1P8B5H4,
AT4G28020,AT4G28020.2,A0A1P8B5H4,
AT4G01510,AT4G01510.3,A0A1P8B5H8,
AT4G28755,AT4G28755.1,A0A1P8B5H9,
AT4G28280,AT4G28280.3,A0A1P8B5I2,
AT4G11830,AT4G11830.3,A0A1P8B5I3,R-ATH-1119276
AT4G08874,AT4G08874.2,A0A1P8B5I4,
AT4G01510,AT4G01510.7,A0A1P8B5I5,
AT4G01510,AT4G01510.4,A0A1P8B5I5,
AT4G17680,AT4G17680.3,A0A1P8B5I7,
AT4G01510,AT4G01510.5,A0A1P8B5I8,
AT4G31210,AT4G31210.2,A0A1P8B5I9,
AT4G24660,AT4G24660.2,A0A1P8B5J0,
AT4G11830,AT4G11830.4,A0A1P8B5J2,R-ATH-1119276
AT4G01510,AT4G01510.9,A0A1P8B5J3,
AT4G37435,AT4G37435.1,A0A1P8B5J4,
AT4G01510,AT4G01510.2,A0A1P8B5J5,
AT4G01510,AT4G01510.6,A0A1P8B5J5,
AT4G19485,AT4G19485.1,A0A1P8B5J6,
AT4G03610,AT4G03610.4,A0A1P8B5J8,
AT4G27845,AT4G27845.1,A0A1P8B5J9,
AT4G00020,AT4G00020.3,A0A1P8B5K0,
AT4G31210,AT4G31210.3,A0A1P8B5K1,
AT4G00020,AT4G00020.4,A0A1P8B5K2,
AT4G19030,AT4G19030.2,A0A1P8B5K3,
AT4G32820,AT4G32820.3,A0A1P8B5K4,
AT4G01510,AT4G01510.8,A0A1P8B5K5,
AT4G19030,AT4G19030.3,A0A1P8B5K6,
AT4G03610,AT4G03610.3,A0A1P8B5K7,
AT4G10305,AT4G10305.1,A0A1P8B5L0,
AT4G15300,AT4G15300.3,A0A1P8B5L1,
AT4G00020,AT4G00020.5,A0A1P8B5L3,
AT4G15300,AT4G15300.2,A0A1P8B5L5,
AT4G01040,AT4G01040.2,A0A1P8B5L7,
AT4G33240,AT4G33240.4,A0A1P8B5L8,
AT4G39660,AT4G39660.2,A0A1P8B5L9,
AT4G04510,AT4G04510.2,A0A1P8B5M0,
AT4G24250,AT4G24250.2,A0A1P8B5M1,
AT4G33240,AT4G33240.5,A0A1P8B5M2,
AT4G18530,AT4G18530.2,A0A1P8B5M6,
AT4G26700,AT4G26700.7,A0A1P8B5M7,
AT4G24413,AT4G24413.1,A0A1P8B5M9,
AT4G25420,AT4G25420.2,A0A1P8B5N0,
AT4G32000,AT4G32000.4,A0A1P8B5N6,
AT4G18530,AT4G18530.3,A0A1P8B5N9,
AT4G28000,AT4G28000.2,A0A1P8B5P0,
AT4G28000,AT4G28000.3,A0A1P8B5P1,
AT4G02735,AT4G02735.1,A0A1P8B5P2,
AT4G18140,AT4G18140.5,A0A1P8B5P3,
AT4G18140,AT4G18140.6,A0A1P8B5P3,
AT4G18140,AT4G18140.4,A0A1P8B5P3,
AT4G24270,AT4G24270.4,A0A1P8B5P4,
AT4G24270,AT4G24270.3,A0A1P8B5P4,
AT4G21390,AT4G21390.2,A0A1P8B5P5,
AT4G35970,AT4G35970.2,A0A1P8B5P9,
AT4G11810,AT4G11810.3,A0A1P8B5Q1,
AT4G11810,AT4G11810.2,A0A1P8B5Q1,
AT4G20350,AT4G20350.7,A0A1P8B5Q3,
AT4G20350,AT4G20350.10,A0A1P8B5Q3,
AT4G38480,AT4G38480.2,A0A1P8B5Q4,
AT4G15230,AT4G15230.2,A0A1P8B5R0,
AT4G20350,AT4G20350.4,A0A1P8B5R1,
AT4G20350,AT4G20350.3,A0A1P8B5R1,
AT4G20350,AT4G20350.8,A0A1P8B5R1,
AT4G17910,AT4G17910.4,A0A1P8B5R4,
AT4G18490,AT4G18490.3,A0A1P8B5R8,
AT4G17910,AT4G17910.3,A0A1P8B5R9,
AT4G36050,AT4G36050.3,A0A1P8B5S2,
AT4G15230,AT4G15230.4,A0A1P8B5S3,
AT4G18490,AT4G18490.4,A0A1P8B5S4,
AT4G18490,AT4G18490.7,A0A1P8B5S5,
AT4G18490,AT4G18490.6,A0A1P8B5S5,
AT4G36050,AT4G36050.4,A0A1P8B5S6,
AT4G36050,AT4G36050.5,A0A1P8B5S9,
AT4G20160,AT4G20160.2,A0A1P8B5T0,
AT4G31870,AT4G31870.2,A0A1P8B5T1,R-ATH-1119437
AT4G18490,AT4G18490.5,A0A1P8B5T3,
AT4G21180,AT4G21180.2,A0A1P8B5T4,
AT4G15980,AT4G15980.2,A0A1P8B5T5,
AT4G34340,AT4G34340.2,A0A1P8B5T7,
AT4G34345,AT4G34345.1,A0A1P8B5T9,
AT4G20835,AT4G20835.1,A0A1P8B5U0,
AT4G20160,AT4G20160.3,A0A1P8B5U1,
AT4G34960,AT4G34960.2,A0A1P8B5U2,
AT4G04260,AT4G04260.3,A0A1P8B5U3,
AT4G04260,AT4G04260.2,A0A1P8B5U4,
AT4G21400,AT4G21400.5,A0A1P8B5U6,
AT4G21400,AT4G21400.4,A0A1P8B5U6,
AT4G21400,AT4G21400.6,A0A1P8B5U6,
AT4G14675,AT4G14675.1,A0A1P8B5U7,
AT4G10800,AT4G10800.2,A0A1P8B5U8,
AT4G10770,AT4G10770.2,A0A1P8B5U9,
AT4G04265,AT4G04265.1,A0A1P8B5V0,
AT4G16983,AT4G16983.1,A0A1P8B5V4,
AT4G18550,AT4G18550.2,A0A1P8B5V5,
AT4G18550,AT4G18550.3,A0A1P8B5V6,
AT4G24590,AT4G24590.4,A0A1P8B5V8,
AT4G21400,AT4G21400.3,A0A1P8B5V9,
AT4G22475,AT4G22475.2,A0A1P8B5W2,
AT4G21400,AT4G21400.8,A0A1P8B5W3,
AT4G21400,AT4G21400.7,A0A1P8B5W4,
AT4G22475,AT4G22475.1,A0A1P8B5W6,
AT4G21400,AT4G21400.2,A0A1P8B5W7,
AT4G04450,AT4G04450.2,A0A1P8B5W9,
AT4G04980,AT4G04980.2,A0A1P8B5X1,
AT4G37080,AT4G37080.4,A0A1P8B5X2,
AT4G24590,AT4G24590.3,A0A1P8B5X4,
AT4G24590,AT4G24590.2,A0A1P8B5X4,
AT4G19975,AT4G19975.1,A0A1P8B5X7,
AT4G28790,AT4G28790.4,A0A1P8B5X9,
AT4G28790,AT4G28790.3,A0A1P8B5X9,
AT4G28790,AT4G28790.6,A0A1P8B5X9,
AT4G35770,AT4G35770.6,A0A1P8B5Y0,
AT4G35770,AT4G35770.4,A0A1P8B5Y0,
AT4G12840,AT4G12840.3,A0A1P8B5Y1,
AT4G35770,AT4G35770.5,A0A1P8B5Y3,
AT4G35485,AT4G35485.1,A0A1P8B5Y8,
AT4G31073,AT4G31073.1,A0A1P8B5Z1,
AT4G37550,AT4G37550.4,A0A1P8B5Z2,
AT4G37550,AT4G37550.6,A0A1P8B5Z4,
AT4G11690,AT4G11690.2,A0A1P8B5Z8,
AT4G27565,AT4G27565.1,A0A1P8B5Z9,
AT4G21380,AT4G21380.2,A0A1P8B600,
AT4G18960,AT4G18960.4,A0A1P8B602,
AT4G02290,AT4G02290.2,A0A1P8B606,
AT4G05110,AT4G05110.2,A0A1P8B614,
AT4G33885,AT4G33885.1,A0A1P8B616,
AT4G37940,AT4G37940.4,A0A1P8B618,
AT4G37940,AT4G37940.3,A0A1P8B622,
AT4G29240,AT4G29240.2,A0A1P8B625,
AT4G13700,AT4G13700.2,A0A1P8B627,
AT4G31620,AT4G31620.2,A0A1P8B628,
AT4G00163,AT4G00163.1,A0A1P8B630,
AT4G03460,AT4G03460.2,A0A1P8B631,
AT4G09810,AT4G09810.2,A0A1P8B632,
AT4G18570,AT4G18570.2,A0A1P8B633,
AT4G06655,AT4G06655.1,A0A1P8B634,
AT4G30310,AT4G30310.4,A0A1P8B635,R-ATH-1119321
AT4G26555,AT4G26555.3,A0A1P8B636,
AT4G26555,AT4G26555.2,A0A1P8B637,
AT4G26550,AT4G26550.2,A0A1P8B639,
AT4G18375,AT4G18375.3,A0A1P8B642,
AT4G18370,AT4G18370.2,A0A1P8B643,
AT4G18370,AT4G18370.3,A0A1P8B644,
AT4G19420,AT4G19420.3,A0A1P8B645,
AT4G25850,AT4G25850.3,A0A1P8B646,
AT4G01023,AT4G01023.3,A0A1P8B648,
AT4G33520,AT4G33520.4,A0A1P8B649,
AT4G19420,AT4G19420.4,A0A1P8B651,
AT4G22200,AT4G22200.2,A0A1P8B652,
AT4G01970,AT4G01970.2,A0A1P8B654,
AT4G20310,AT4G20310.6,A0A1P8B655,
AT4G20310,AT4G20310.5,A0A1P8B657,
AT4G20550,AT4G20550.1,A0A1P8B658,
AT4G20530,AT4G20530.1,A0A1P8B658,
AT4G20645,AT4G20645.1,A0A1P8B658,
AT4G20540,AT4G20540.1,A0A1P8B658,
AT4G20560,AT4G20560.1,A0A1P8B658,
AT4G20570,AT4G20570.1,A0A1P8B658,
AT4G32380,AT4G32380.2,A0A1P8B659,
AT4G20310,AT4G20310.8,A0A1P8B660,
AT4G20410,AT4G20410.2,A0A1P8B661,
AT4G00889,AT4G00889.1,A0A1P8B664,
AT4G36760,AT4G36760.3,A0A1P8B665,
AT4G00883,AT4G00883.1,A0A1P8B666,
AT4G36760,AT4G36760.2,A0A1P8B667,
AT4G24810,AT4G24810.4,A0A1P8B669,
AT4G36090,AT4G36090.5,A0A1P8B671,
AT4G27540,AT4G27540.2,A0A1P8B672,
AT4G24810,AT4G24810.5,A0A1P8B673,
AT4G34570,AT4G34570.3,A0A1P8B676,R-ATH-1119523
AT4G34570,AT4G34570.3,A0A1P8B676,R-ATH-1119265
AT4G34570,AT4G34570.5,A0A1P8B676,R-ATH-1119523
AT4G34570,AT4G34570.5,A0A1P8B676,R-ATH-1119265
AT4G34570,AT4G34570.4,A0A1P8B679,R-ATH-1119523
AT4G34570,AT4G34570.4,A0A1P8B679,R-ATH-1119265
AT4G38005,AT4G38005.1,A0A1P8B682,
AT4G13810,AT4G13810.3,A0A1P8B683,
AT4G12495,AT4G12495.1,A0A1P8B684,
AT4G34570,AT4G34570.2,A0A1P8B685,R-ATH-1119523
AT4G34570,AT4G34570.2,A0A1P8B685,R-ATH-1119265
AT4G13720,AT4G13720.2,A0A1P8B687,
AT4G39600,AT4G39600.2,A0A1P8B689,
AT4G35030,AT4G35030.4,A0A1P8B693,
AT4G35030,AT4G35030.9,A0A1P8B696,
AT4G16940,AT4G16940.4,A0A1P8B697,
AT4G16940,AT4G16940.6,A0A1P8B6A1,
AT4G16940,AT4G16940.5,A0A1P8B6A5,
AT4G16940,AT4G16940.3,A0A1P8B6A5,
AT4G16940,AT4G16940.2,A0A1P8B6A5,
AT4G10730,AT4G10730.2,A0A1P8B6A6,
AT4G23780,AT4G23780.1,A0A1P8B6A7,
AT4G23780,AT4G23780.2,A0A1P8B6A7,
AT4G31350,AT4G31350.3,A0A1P8B6A9,
AT4G16233,AT4G16233.1,A0A1P8B6B7,
AT4G34390,AT4G34390.2,A0A1P8B6B8,
AT4G15765,AT4G15765.4,A0A1P8B6B9,
AT4G15765,AT4G15765.3,A0A1P8B6B9,
AT4G15765,AT4G15765.5,A0A1P8B6B9,
AT4G15765,AT4G15765.2,A0A1P8B6B9,
AT4G09760,AT4G09760.4,A0A1P8B6C2,R-ATH-1119556
AT4G03440,AT4G03440.3,A0A1P8B6C4,
AT4G03440,AT4G03440.2,A0A1P8B6C4,
AT4G04415,AT4G04415.1,A0A1P8B6C7,
AT4G38213,AT4G38213.1,A0A1P8B6C8,
AT4G05097,AT4G05097.1,A0A1P8B6C9,
AT4G12800,AT4G12800.2,A0A1P8B6D0,
AT4G35190,AT4G35190.2,A0A1P8B6D1,
AT4G05090,AT4G05090.2,A0A1P8B6D2,
AT4G29910,AT4G29910.2,A0A1P8B6D3,
AT4G10120,AT4G10120.5,A0A1P8B6D9,
AT4G15570,AT4G15570.4,A0A1P8B6E0,
AT4G15570,AT4G15570.2,A0A1P8B6E0,
AT4G34020,AT4G34020.4,A0A1P8B6E1,
AT4G34020,AT4G34020.3,A0A1P8B6E1,
AT4G10120,AT4G10120.4,A0A1P8B6E2,
AT4G11655,AT4G11655.2,A0A1P8B6E3,
AT4G11470,AT4G11470.2,A0A1P8B6E4,
AT4G01950,AT4G01950.2,A0A1P8B6E6,
AT4G23310,AT4G23310.2,A0A1P8B6F3,
AT4G36740,AT4G36740.2,A0A1P8B6F4,
AT4G23860,AT4G23860.4,A0A1P8B6F6,
AT4G02120,AT4G02120.3,A0A1P8B6F8,
AT4G02120,AT4G02120.2,A0A1P8B6F9,
AT4G02120,AT4G02120.4,A0A1P8B6G0,
AT4G13830,AT4G13830.3,A0A1P8B6G1,
AT4G19380,AT4G19380.2,A0A1P8B6G2,
AT4G19006,AT4G19006.2,A0A1P8B6G3,
AT4G32080,AT4G32080.3,A0A1P8B6G5,
AT4G02120,AT4G02120.5,A0A1P8B6G6,
AT4G34900,AT4G34900.2,A0A1P8B6H0,R-ATH-1119407
AT4G34900,AT4G34900.3,A0A1P8B6H2,R-ATH-1119407
AT4G16920,AT4G16920.8,A0A1P8B6H3,
AT4G16920,AT4G16920.2,A0A1P8B6H3,
AT4G10710,AT4G10710.3,A0A1P8B6H4,
AT4G16920,AT4G16920.9,A0A1P8B6H5,
AT4G04750,AT4G04750.3,A0A1P8B6H7,
AT4G16920,AT4G16920.5,A0A1P8B6I0,
AT4G16920,AT4G16920.3,A0A1P8B6I0,
AT4G16920,AT4G16920.6,A0A1P8B6I2,
AT4G16920,AT4G16920.7,A0A1P8B6I4,
AT4G16920,AT4G16920.4,A0A1P8B6I4,
AT4G09780,AT4G09780.2,A0A1P8B6I5,
AT4G28220,AT4G28220.2,A0A1P8B6J0,
AT4G23355,AT4G23355.1,A0A1P8B6J1,
AT4G25225,AT4G25225.2,A0A1P8B6J2,
AT4G21063,AT4G21063.1,A0A1P8B6J4,
AT4G04920,AT4G04920.3,A0A1P8B6J9,R-ATH-8879007
AT4G24680,AT4G24680.2,A0A1P8B6K1,
AT4G24680,AT4G24680.4,A0A1P8B6K2,
AT4G13190,AT4G13190.3,A0A1P8B6K3,
AT4G13190,AT4G13190.2,A0A1P8B6K3,
AT4G13190,AT4G13190.5,A0A1P8B6K6,
AT4G13190,AT4G13190.4,A0A1P8B6K7,
AT4G29930,AT4G29930.5,A0A1P8B6K8,
AT4G29930,AT4G29930.6,A0A1P8B6L1,
AT4G24920,AT4G24920.2,A0A1P8B6L2,
AT4G14170,AT4G14170.2,A0A1P8B6L5,
AT4G11670,AT4G11670.2,A0A1P8B6L8,
AT4G11670,AT4G11670.3,A0A1P8B6M0,
AT4G00840,AT4G00840.2,A0A1P8B6M5,
AT4G11670,AT4G11670.4,A0A1P8B6M6,
AT4G11900,AT4G11900.9,A0A1P8B6M8,
AT4G11900,AT4G11900.4,A0A1P8B6M9,
AT4G11900,AT4G11900.6,A0A1P8B6M9,
AT4G11900,AT4G11900.7,A0A1P8B6N1,
AT4G22570,AT4G22570.2,A0A1P8B6N4,
AT4G11900,AT4G11900.8,A0A1P8B6N5,
AT4G11900,AT4G11900.3,A0A1P8B6N6,
AT4G11900,AT4G11900.2,A0A1P8B6N6,
AT4G29540,AT4G29540.3,A0A1P8B6N8,
AT4G21903,AT4G21903.3,A0A1P8B6P0,
AT4G29540,AT4G29540.4,A0A1P8B6P1,
AT4G28410,AT4G28410.2,A0A1P8B6P3,
AT4G32990,AT4G32990.2,A0A1P8B6P4,
AT4G24740,AT4G24740.5,A0A1P8B6P5,
AT4G24740,AT4G24740.8,A0A1P8B6P6,
AT4G24740,AT4G24740.10,A0A1P8B6P6,
AT4G23430,AT4G23430.4,A0A1P8B6P7,
AT4G18253,AT4G18253.1,A0A1P8B6P8,
AT4G24740,AT4G24740.7,A0A1P8B6Q0,
AT4G24740,AT4G24740.3,A0A1P8B6Q2,
AT4G24350,AT4G24350.4,A0A1P8B6Q4,
AT4G24740,AT4G24740.4,A0A1P8B6Q5,
AT4G16900,AT4G16900.2,A0A1P8B6Q6,
AT4G24350,AT4G24350.3,A0A1P8B6Q8,
AT4G16900,AT4G16900.3,A0A1P8B6R0,
AT4G03157,AT4G03157.1,A0A1P8B6S2,
